Year,Suburb,Buy Price
2014,SUNBURY,360000
2015,SUNBURY,370000
2016,SUNBURY,395000
2017,SUNBURY,490000
2007,SUNDERLAND BAY,273000
2008,SUNDERLAND BAY,267500
2009,SUNDERLAND BAY,257000
2010,SUNDERLAND BAY,315000
2011,SUNDERLAND BAY,280000
2012,SUNDERLAND BAY,265000
2013,SUNDERLAND BAY,324500
2014,SUNDERLAND BAY,337000
2015,SUNDERLAND BAY,287000
2016,SUNDERLAND BAY,360000
2017,SUNDERLAND BAY,357500
2007,SUNNYCLIFFS,142500
2008,SUNNYCLIFFS,125500
2009,SUNNYCLIFFS,202500
2010,SUNNYCLIFFS,120000
2011,SUNNYCLIFFS,70000
2012,SUNNYCLIFFS,194000
2013,SUNNYCLIFFS,203500
2014,SUNNYCLIFFS,280000
2015,SUNNYCLIFFS,234500
2016,SUNNYCLIFFS,220000
2017,SUNNYCLIFFS,228000
2007,SUNSET STRIP,209000
2008,SUNSET STRIP,231000
2009,SUNSET STRIP,250000
2010,SUNSET STRIP,286000
2011,SUNSET STRIP,286500
2012,SUNSET STRIP,286500
2013,SUNSET STRIP,301500
2014,SUNSET STRIP,310000
2015,SUNSET STRIP,301500
2016,SUNSET STRIP,340000
2017,SUNSET STRIP,345000
2007,SUNSHINE,302500
2008,SUNSHINE,340000
2009,SUNSHINE,390000
2010,SUNSHINE,458000
2011,SUNSHINE,430000
2012,SUNSHINE,400000
2013,SUNSHINE,435000
2014,SUNSHINE,479000
2015,SUNSHINE,531000
2016,SUNSHINE,685000
2017,SUNSHINE,763000
2007,SUNSHINE NORTH,257000
2008,SUNSHINE NORTH,320000
2009,SUNSHINE NORTH,360000
2010,SUNSHINE NORTH,425000
2011,SUNSHINE NORTH,417500
2012,SUNSHINE NORTH,395000
2013,SUNSHINE NORTH,400000
2014,SUNSHINE NORTH,425500
2015,SUNSHINE NORTH,500000
2016,SUNSHINE NORTH,560000
2017,SUNSHINE NORTH,657500
2007,SUNSHINE WEST,258500
2008,SUNSHINE WEST,300000
2009,SUNSHINE WEST,344500
2010,SUNSHINE WEST,400000
2011,SUNSHINE WEST,393000
2012,SUNSHINE WEST,375000
2013,SUNSHINE WEST,383500
2014,SUNSHINE WEST,391000
2015,SUNSHINE WEST,450000
2016,SUNSHINE WEST,520000
2017,SUNSHINE WEST,640000
2007,SURF BEACH,250000
2008,SURF BEACH,271000
2009,SURF BEACH,289000
2010,SURF BEACH,332000
2011,SURF BEACH,350000
2012,SURF BEACH,350000
2013,SURF BEACH,375000
2014,SURF BEACH,360000
2015,SURF BEACH,355000
2016,SURF BEACH,414000
2017,SURF BEACH,430000
2007,SURREY HILLS,990500
2008,SURREY HILLS,930000
2009,SURREY HILLS,1012000
2010,SURREY HILLS,1204000
2011,SURREY HILLS,1212000
2012,SURREY HILLS,1121500
2013,SURREY HILLS,1323000
2014,SURREY HILLS,1450000
2015,SURREY HILLS,1750000
2016,SURREY HILLS,1800500
2017,SURREY HILLS,2160000
2007,SWAN HILL,207000
2008,SWAN HILL,210000
2009,SWAN HILL,235500
2010,SWAN HILL,230000
2011,SWAN HILL,225000
2012,SWAN HILL,225000
2013,SWAN HILL,225000
2014,SWAN HILL,230000
2015,SWAN HILL,248500
2016,SWAN HILL,262500
2017,SWAN HILL,251000
2007,SYDENHAM,300000
2008,SYDENHAM,316000
2009,SYDENHAM,370000
2010,SYDENHAM,399500
2011,SYDENHAM,420500
2012,SYDENHAM,415000
2013,SYDENHAM,425000
2014,SYDENHAM,415000
2015,SYDENHAM,440000
2016,SYDENHAM,505000
2017,SYDENHAM,590000
2007,SYNDAL,681000
2008,SYNDAL,693000
2009,SYNDAL,760000
2010,SYNDAL,880500
2011,SYNDAL,850000
2012,SYNDAL,778000
2013,SYNDAL,950500
2014,SYNDAL,1160000
2015,SYNDAL,1505000
2016,SYNDAL,1407500
2017,SYNDAL,1600000
2007,TALLANGATTA,199500
2008,TALLANGATTA,165000
2009,TALLANGATTA,181000
2010,TALLANGATTA,186000
2011,TALLANGATTA,175000
2012,TALLANGATTA,185000
2013,TALLANGATTA,154000
2014,TALLANGATTA,200000
2015,TALLANGATTA,233000
2016,TALLANGATTA,216000
2017,TALLANGATTA,275000
2007,TARNEIT,292500
2008,TARNEIT,298000
2009,TARNEIT,325000
2010,TARNEIT,360000
2011,TARNEIT,369000
2012,TARNEIT,356000
2013,TARNEIT,370000
2014,TARNEIT,395000
2015,TARNEIT,400000
2016,TARNEIT,445500
2017,TARNEIT,520000
2007,TATURA,198000
2008,TATURA,200000
2009,TATURA,194500
2010,TATURA,220000
2011,TATURA,215000
2012,TATURA,229500
2013,TATURA,230000
2014,TATURA,237500
2015,TATURA,233000
2016,TATURA,228000
2017,TATURA,257000
2007,TAWONGA SOUTH,242000
2008,TAWONGA SOUTH,242500
2009,TAWONGA SOUTH,245000
2010,TAWONGA SOUTH,216000
2011,TAWONGA SOUTH,230000
2012,TAWONGA SOUTH,255000
2013,TAWONGA SOUTH,219500
2014,TAWONGA SOUTH,235000
2015,TAWONGA SOUTH,257500
2016,TAWONGA SOUTH,298000
2017,TAWONGA SOUTH,253000
2007,TAYLORS HILL,317500
2008,TAYLORS HILL,346000
2009,TAYLORS HILL,375500
2010,TAYLORS HILL,425000
2011,TAYLORS HILL,420000
2012,TAYLORS HILL,480000
2013,TAYLORS HILL,487500
2014,TAYLORS HILL,510000
2015,TAYLORS HILL,530000
2016,TAYLORS HILL,600000
2017,TAYLORS HILL,686000
2007,TAYLORS LAKES,350000
2008,TAYLORS LAKES,395000
2009,TAYLORS LAKES,420000
2010,TAYLORS LAKES,467500
2011,TAYLORS LAKES,500000
2012,TAYLORS LAKES,477500
2013,TAYLORS LAKES,490000
2014,TAYLORS LAKES,510000
2015,TAYLORS LAKES,566500
2016,TAYLORS LAKES,635000
2017,TAYLORS LAKES,718000
2007,TECOMA,320000
2008,TECOMA,368000
2009,TECOMA,375000
2010,TECOMA,400000
2011,TECOMA,427500
2012,TECOMA,412000
2013,TECOMA,415000
2014,TECOMA,478000
2015,TECOMA,510000
2016,TECOMA,601500
2017,TECOMA,712500
2007,TEMPLESTOWE,639000
2008,TEMPLESTOWE,708500
2009,TEMPLESTOWE,727500
2010,TEMPLESTOWE,805000
2011,TEMPLESTOWE,804000
2012,TEMPLESTOWE,811000
2013,TEMPLESTOWE,865000
2014,TEMPLESTOWE,951500
2015,TEMPLESTOWE,1181500
2016,TEMPLESTOWE,1280000
2017,TEMPLESTOWE,1415000
2007,TEMPLESTOWE LOWER,555000
2008,TEMPLESTOWE LOWER,585000
2009,TEMPLESTOWE LOWER,630000
2010,TEMPLESTOWE LOWER,730000
2011,TEMPLESTOWE LOWER,711500
2012,TEMPLESTOWE LOWER,670000
2013,TEMPLESTOWE LOWER,750000
2014,TEMPLESTOWE LOWER,830000
2015,TEMPLESTOWE LOWER,1060000
2016,TEMPLESTOWE LOWER,1105500
2017,TEMPLESTOWE LOWER,1301000
2007,TENBY POINT,202500
2008,TENBY POINT,233000
2009,TENBY POINT,226000
2010,TENBY POINT,285000
2011,TENBY POINT,315000
2012,TENBY POINT,232500
2013,TENBY POINT,232500
2014,TENBY POINT,236000
2015,TENBY POINT,270000
2016,TENBY POINT,280000
2017,TENBY POINT,325000
2007,TERANG,155000
2008,TERANG,163000
2009,TERANG,153500
2010,TERANG,179000
2011,TERANG,160000
2012,TERANG,155000
2013,TERANG,161500
2014,TERANG,195000
2015,TERANG,206500
2016,TERANG,150000
2017,TERANG,188500
2007,THE BASIN,320000
2008,THE BASIN,340000
2009,THE BASIN,370000
2010,THE BASIN,430000
2011,THE BASIN,400000
2012,THE BASIN,410000
2013,THE BASIN,430000
2014,THE BASIN,463500
2015,THE BASIN,550000
2016,THE BASIN,595000
2017,THE BASIN,628000
2007,THE PATCH,310000
2008,THE PATCH,415000
2009,THE PATCH,390000
2010,THE PATCH,437500
2011,THE PATCH,470000
2012,THE PATCH,417500
2013,THE PATCH,393500
2014,THE PATCH,486500
2015,THE PATCH,505000
2016,THE PATCH,570500
2017,THE PATCH,665000
2007,THOMASTOWN,280000
2008,THOMASTOWN,323000
2009,THOMASTOWN,354500
2010,THOMASTOWN,417500
2011,THOMASTOWN,400000
2012,THOMASTOWN,365000
2013,THOMASTOWN,390000
2014,THOMASTOWN,420000
2015,THOMASTOWN,437500
2016,THOMASTOWN,493000
2017,THOMASTOWN,654000
2007,THOMSON (GREATER GEELONG),199000
2008,THOMSON (GREATER GEELONG),205000
2009,THOMSON (GREATER GEELONG),215000
2010,THOMSON (GREATER GEELONG),270000
2011,THOMSON (GREATER GEELONG),281500
2012,THOMSON (GREATER GEELONG),273500
2013,THOMSON (GREATER GEELONG),281000
2014,THOMSON (GREATER GEELONG),290000
2015,THOMSON (GREATER GEELONG),290000
2016,THOMSON (GREATER GEELONG),308500
2017,THOMSON (GREATER GEELONG),365000
2007,THORNBURY,546000
2008,THORNBURY,570000
2009,THORNBURY,602500
2010,THORNBURY,718000
2011,THORNBURY,690000
2012,THORNBURY,715000
2013,THORNBURY,729000
2014,THORNBURY,840000
2015,THORNBURY,915000
2016,THORNBURY,1075000
2017,THORNBURY,1211000
2007,TIMBOON,216500
2008,TIMBOON,163500
2009,TIMBOON,202500
2010,TIMBOON,187000
2011,TIMBOON,211500
2012,TIMBOON,212500
2013,TIMBOON,184000
2014,TIMBOON,210000
2015,TIMBOON,240000
2016,TIMBOON,215000
2017,TIMBOON,225000
2007,TONGALA,165000
2008,TONGALA,179000
2009,TONGALA,158500
2010,TONGALA,158500
2011,TONGALA,154000
2012,TONGALA,175000
2013,TONGALA,185000
2014,TONGALA,179000
2015,TONGALA,157500
2016,TONGALA,204000
2017,TONGALA,200000
2007,TOONGABBIE,185000
2008,TOONGABBIE,196000
2009,TOONGABBIE,221000
2010,TOONGABBIE,260000
2011,TOONGABBIE,230000
2012,TOONGABBIE,212500
2013,TOONGABBIE,234000
2014,TOONGABBIE,261500
2015,TOONGABBIE,235000
2016,TOONGABBIE,315000
2017,TOONGABBIE,286500
2007,TOORA,165000
2008,TOORA,150000
2009,TOORA,155000
2010,TOORA,175000
2011,TOORA,220000
2012,TOORA,210000
2013,TOORA,165000
2014,TOORA,155000
2015,TOORA,235000
2016,TOORA,195000
2017,TOORA,190000
2007,TOORADIN,250000
2008,TOORADIN,308500
2009,TOORADIN,317000
2010,TOORADIN,420000
2011,TOORADIN,365000
2012,TOORADIN,380000
2013,TOORADIN,420000
2014,TOORADIN,480000
2015,TOORADIN,471000
2016,TOORADIN,411000
2017,TOORADIN,617000
2007,TOORAK,2710000
2008,TOORAK,2640000
2009,TOORAK,2710000
2010,TOORAK,2590000
2011,TOORAK,2617500
2012,TOORAK,2775000
2013,TOORAK,2875000
2014,TOORAK,3400000
2015,TOORAK,3975000
2016,TOORAK,4851000
2017,TOORAK,5050000
2007,TOOTGAROOK,275000
2008,TOOTGAROOK,311500
2009,TOOTGAROOK,315000
2010,TOOTGAROOK,370000
2011,TOOTGAROOK,373500
2012,TOOTGAROOK,390000
2013,TOOTGAROOK,387000
2014,TOOTGAROOK,402500
2015,TOOTGAROOK,405000
2016,TOOTGAROOK,460000
2017,TOOTGAROOK,593000
2007,TORQUAY,440000
2008,TORQUAY,492000
2009,TORQUAY,475000
2010,TORQUAY,533000
2011,TORQUAY,561500
2012,TORQUAY,565000
2013,TORQUAY,580000
2014,TORQUAY,581500
2015,TORQUAY,620000
2016,TORQUAY,665000
2017,TORQUAY,730000
2007,TRAFALGAR,210000
2008,TRAFALGAR,205000
2009,TRAFALGAR,216000
2010,TRAFALGAR,247500
2011,TRAFALGAR,271500
2012,TRAFALGAR,285000
2013,TRAFALGAR,283000
2014,TRAFALGAR,311000
2015,TRAFALGAR,310000
2016,TRAFALGAR,312500
2017,TRAFALGAR,335000
2007,TRARALGON,215000
2008,TRARALGON,225000
2009,TRARALGON,230000
2010,TRARALGON,257000
2011,TRARALGON,270000
2012,TRARALGON,260000
2013,TRARALGON,269000
2014,TRARALGON,275000
2015,TRARALGON,273000
2016,TRARALGON,269000
2017,TRARALGON,285000
2007,TRARALGON EAST,320000
2008,TRARALGON EAST,337500
2009,TRARALGON EAST,380000
2010,TRARALGON EAST,388000
2011,TRARALGON EAST,405000
2012,TRARALGON EAST,400000
2013,TRARALGON EAST,435000
2014,TRARALGON EAST,440000
2015,TRARALGON EAST,432500
2016,TRARALGON EAST,445000
2017,TRARALGON EAST,455000
2007,TRAVANCORE,657500
2008,TRAVANCORE,520000
2009,TRAVANCORE,640000
2010,TRAVANCORE,673000
2011,TRAVANCORE,672000
2012,TRAVANCORE,810000
2013,TRAVANCORE,905000
2014,TRAVANCORE,848000
2015,TRAVANCORE,1000000
2016,TRAVANCORE,1305000
2017,TRAVANCORE,1415000
2007,TRENTHAM,216000
2008,TRENTHAM,245000
2009,TRENTHAM,237500
2010,TRENTHAM,300000
2011,TRENTHAM,287000
2012,TRENTHAM,331500
2013,TRENTHAM,407500
2014,TRENTHAM,340000
2015,TRENTHAM,422500
2016,TRENTHAM,450000
2017,TRENTHAM,470000
2007,TRUGANINA,280000
2008,TRUGANINA,307000
2009,TRUGANINA,325000
2010,TRUGANINA,345000
2011,TRUGANINA,357000
2012,TRUGANINA,341500
2013,TRUGANINA,360000
2014,TRUGANINA,390000
2015,TRUGANINA,391000
2016,TRUGANINA,430000
2017,TRUGANINA,525000
2007,TULLAMARINE,290000
2008,TULLAMARINE,335000
2009,TULLAMARINE,380000
2010,TULLAMARINE,442500
2011,TULLAMARINE,425000
2012,TULLAMARINE,393500
2013,TULLAMARINE,395000
2014,TULLAMARINE,415000
2015,TULLAMARINE,472500
2016,TULLAMARINE,530000
2017,TULLAMARINE,655000
2007,TUNGAMAH,155000
2008,TUNGAMAH,150000
2009,TUNGAMAH,124000
2010,TUNGAMAH,125000
2011,TUNGAMAH,135000
2012,TUNGAMAH,86000
2013,TUNGAMAH,89000
2014,TUNGAMAH,140000
2015,TUNGAMAH,117500
2016,TUNGAMAH,121500
2017,TUNGAMAH,162000
2007,TYABB,270000
2008,TYABB,269000
2009,TYABB,292500
2010,TYABB,347000
2011,TYABB,350500
2012,TYABB,372500
2013,TYABB,370500
2014,TYABB,367500
2015,TYABB,395000
2016,TYABB,430000
2017,TYABB,510500
2007,TYLDEN,270000
2008,TYLDEN,215000
2009,TYLDEN,215000
2010,TYLDEN,322000
2011,TYLDEN,347500
2012,TYLDEN,325000
2013,TYLDEN,338500
2014,TYLDEN,424000
2015,TYLDEN,350000
2016,TYLDEN,372500
2017,TYLDEN,412500
2007,UPPER FERNTREE GULLY,324500
2008,UPPER FERNTREE GULLY,365000
2009,UPPER FERNTREE GULLY,350000
2010,UPPER FERNTREE GULLY,427500
2011,UPPER FERNTREE GULLY,400000
2012,UPPER FERNTREE GULLY,410000
2013,UPPER FERNTREE GULLY,437500
2014,UPPER FERNTREE GULLY,500000
2015,UPPER FERNTREE GULLY,515000
2016,UPPER FERNTREE GULLY,582000
2017,UPPER FERNTREE GULLY,685000
2007,UPWEY,338500
2008,UPWEY,345000
2009,UPWEY,380500
2010,UPWEY,415500
2011,UPWEY,415000
2012,UPWEY,422500
2013,UPWEY,424000
2014,UPWEY,476000
2015,UPWEY,515000
2016,UPWEY,585000
2017,UPWEY,680000
2007,VENTNOR,337500
2008,VENTNOR,365000
2009,VENTNOR,383500
2010,VENTNOR,380000
2011,VENTNOR,365000
2012,VENTNOR,386500
2013,VENTNOR,370000
2014,VENTNOR,377500
2015,VENTNOR,423500
2016,VENTNOR,420000
2017,VENTNOR,467000
2007,VENUS BAY,200000
2008,VENUS BAY,217000
2009,VENUS BAY,238000
2010,VENUS BAY,239000
2011,VENUS BAY,265500
2012,VENUS BAY,238500
2013,VENUS BAY,242500
2014,VENUS BAY,237000
2015,VENUS BAY,235000
2016,VENUS BAY,258000
2017,VENUS BAY,263500
2007,VERMONT,456000
2008,VERMONT,458000
2009,VERMONT,520000
2010,VERMONT,610000
2011,VERMONT,552500
2012,VERMONT,571000
2013,VERMONT,610000
2014,VERMONT,725000
2015,VERMONT,855000
2016,VERMONT,900000
2017,VERMONT,1050000
2007,VERMONT SOUTH,530500
2008,VERMONT SOUTH,570000
2009,VERMONT SOUTH,590000
2010,VERMONT SOUTH,694500
2011,VERMONT SOUTH,674000
2012,VERMONT SOUTH,654500
2013,VERMONT SOUTH,722500
2014,VERMONT SOUTH,815000
2015,VERMONT SOUTH,1000000
2016,VERMONT SOUTH,1080000
2017,VERMONT SOUTH,1200500
2007,VIEWBANK,456000
2008,VIEWBANK,487500
2009,VIEWBANK,524500
2010,VIEWBANK,631500
2011,VIEWBANK,604500
2012,VIEWBANK,589000
2013,VIEWBANK,630000
2014,VIEWBANK,725000
2015,VIEWBANK,829500
2016,VIEWBANK,920000
2017,VIEWBANK,996500
2007,VIOLET TOWN,132500
2008,VIOLET TOWN,175000
2009,VIOLET TOWN,180000
2010,VIOLET TOWN,172500
2011,VIOLET TOWN,170000
2012,VIOLET TOWN,204500
2013,VIOLET TOWN,215000
2014,VIOLET TOWN,199500
2015,VIOLET TOWN,200000
2016,VIOLET TOWN,238500
2017,VIOLET TOWN,217000
2007,WAHGUNYAH,188500
2008,WAHGUNYAH,200000
2009,WAHGUNYAH,190000
2010,WAHGUNYAH,245000
2011,WAHGUNYAH,190000
2012,WAHGUNYAH,244000
2013,WAHGUNYAH,190000
2014,WAHGUNYAH,213500
2015,WAHGUNYAH,267000
2016,WAHGUNYAH,290000
2017,WAHGUNYAH,270000
2007,WALKERVILLE,300000
2008,WALKERVILLE,204500
2009,WALKERVILLE,176000
2010,WALKERVILLE,235000
2011,WALKERVILLE,229500
2012,WALKERVILLE,280000
2013,WALKERVILLE,279000
2014,WALKERVILLE,230000
2015,WALKERVILLE,247000
2016,WALKERVILLE,295000
2017,WALKERVILLE,275000
2007,WALLAN,259500
2008,WALLAN,269000
2009,WALLAN,288000
2010,WALLAN,330000
2011,WALLAN,349000
2012,WALLAN,335000
2013,WALLAN,341500
2014,WALLAN,356500
2015,WALLAN,362000
2016,WALLAN,372500
2017,WALLAN,425000
2007,WALLAN EAST,240000
2008,WALLAN EAST,225000
2009,WALLAN EAST,230000
2010,WALLAN EAST,292500
2011,WALLAN EAST,305000
2012,WALLAN EAST,317000
2013,WALLAN EAST,310000
2014,WALLAN EAST,306000
2015,WALLAN EAST,309500
2016,WALLAN EAST,352500
2017,WALLAN EAST,400000
2007,WANDANA HEIGHTS,390000
2008,WANDANA HEIGHTS,470000
2009,WANDANA HEIGHTS,460000
2010,WANDANA HEIGHTS,540000
2011,WANDANA HEIGHTS,592500
2012,WANDANA HEIGHTS,557500
2013,WANDANA HEIGHTS,540000
2014,WANDANA HEIGHTS,582000
2015,WANDANA HEIGHTS,590000
2016,WANDANA HEIGHTS,592500
2017,WANDANA HEIGHTS,655000
2007,WANDILIGONG,245000
2008,WANDILIGONG,245000
2009,WANDILIGONG,264000
2010,WANDILIGONG,149000
2011,WANDILIGONG,285000
2012,WANDILIGONG,315000
2013,WANDILIGONG,364000
2014,WANDILIGONG,235000
2015,WANDILIGONG,380000
2016,WANDILIGONG,347500
2017,WANDILIGONG,475000
2007,WANDIN NORTH,284000
2008,WANDIN NORTH,286000
2009,WANDIN NORTH,335000
2010,WANDIN NORTH,411000
2011,WANDIN NORTH,380500
2012,WANDIN NORTH,379000
2013,WANDIN NORTH,407500
2014,WANDIN NORTH,439500
2015,WANDIN NORTH,480000
2016,WANDIN NORTH,496500
2017,WANDIN NORTH,670000
2007,WANGARATTA,221000
2008,WANGARATTA,215000
2009,WANGARATTA,228500
2010,WANGARATTA,241000
2011,WANGARATTA,240000
2012,WANGARATTA,240000
2013,WANGARATTA,240000
2014,WANGARATTA,255000
2015,WANGARATTA,272000
2016,WANGARATTA,270000
2017,WANGARATTA,275000
2007,WANTIRNA,405000
2008,WANTIRNA,430000
2009,WANTIRNA,455000
2010,WANTIRNA,545000
2011,WANTIRNA,528000
2012,WANTIRNA,515000
2013,WANTIRNA,575500
2014,WANTIRNA,667500
2015,WANTIRNA,764500
2016,WANTIRNA,800000
2017,WANTIRNA,950000
2007,WANTIRNA SOUTH,458000
2008,WANTIRNA SOUTH,486000
2009,WANTIRNA SOUTH,535000
2010,WANTIRNA SOUTH,575000
2011,WANTIRNA SOUTH,582000
2012,WANTIRNA SOUTH,542500
2013,WANTIRNA SOUTH,579000
2014,WANTIRNA SOUTH,675000
2015,WANTIRNA SOUTH,830000
2016,WANTIRNA SOUTH,875000
2017,WANTIRNA SOUTH,1005000
2007,WARBURTON,241000
2008,WARBURTON,250000
2009,WARBURTON,259000
2010,WARBURTON,300000
2011,WARBURTON,315000
2012,WARBURTON,300000
2013,WARBURTON,310000
2014,WARBURTON,315000
2015,WARBURTON,325000
2016,WARBURTON,366000
2017,WARBURTON,415000
2007,WARNEET,221000
2008,WARNEET,223500
2009,WARNEET,275000
2010,WARNEET,332500
2011,WARNEET,295000
2012,WARNEET,284000
2013,WARNEET,337000
2014,WARNEET,355000
2015,WARNEET,395000
2016,WARNEET,390000
2017,WARNEET,470000
2007,WARRACKNABEAL,86000
2008,WARRACKNABEAL,97000
2009,WARRACKNABEAL,90000
2010,WARRACKNABEAL,88000
2011,WARRACKNABEAL,115000
2012,WARRACKNABEAL,105000
2013,WARRACKNABEAL,107500
2014,WARRACKNABEAL,110000
2015,WARRACKNABEAL,110000
2016,WARRACKNABEAL,123500
2017,WARRACKNABEAL,113000
2007,WARRAGUL,245000
2008,WARRAGUL,240000
2009,WARRAGUL,247000
2010,WARRAGUL,280000
2011,WARRAGUL,295000
2012,WARRAGUL,300500
2013,WARRAGUL,315000
2014,WARRAGUL,320000
2015,WARRAGUL,342000
2016,WARRAGUL,340000
2017,WARRAGUL,370000
2007,WARRANDYTE,520000
2008,WARRANDYTE,533000
2009,WARRANDYTE,575000
2010,WARRANDYTE,635000
2011,WARRANDYTE,663500
2012,WARRANDYTE,620000
2013,WARRANDYTE,640000
2014,WARRANDYTE,764000
2015,WARRANDYTE,829000
2016,WARRANDYTE,890000
2017,WARRANDYTE,1029000
2007,WARRANWOOD,496000
2008,WARRANWOOD,520000
2009,WARRANWOOD,553000
2010,WARRANWOOD,633500
2011,WARRANWOOD,632500
2012,WARRANWOOD,654000
2013,WARRANWOOD,603000
2014,WARRANWOOD,665000
2015,WARRANWOOD,790000
2016,WARRANWOOD,865000
2017,WARRANWOOD,943500
2007,WARRNAMBOOL,280000
2008,WARRNAMBOOL,295000
2009,WARRNAMBOOL,295000
2010,WARRNAMBOOL,320000
2011,WARRNAMBOOL,320000
2012,WARRNAMBOOL,316500
2013,WARRNAMBOOL,325000
2014,WARRNAMBOOL,323000
2015,WARRNAMBOOL,330000
2016,WARRNAMBOOL,320000
2017,WARRNAMBOOL,330000
2007,WATERFORD PARK,180000
2008,WATERFORD PARK,204000
2009,WATERFORD PARK,220500
2010,WATERFORD PARK,208500
2011,WATERFORD PARK,245000
2012,WATERFORD PARK,253500
2013,WATERFORD PARK,220000
2014,WATERFORD PARK,245500
2015,WATERFORD PARK,247500
2016,WATERFORD PARK,249000
2017,WATERFORD PARK,275000
2007,WATERWAYS,525000
2008,WATERWAYS,580000
2009,WATERWAYS,535000
2010,WATERWAYS,604000
2011,WATERWAYS,688000
2012,WATERWAYS,682000
2013,WATERWAYS,667000
2014,WATERWAYS,845000
2015,WATERWAYS,902000
2016,WATERWAYS,1050000
2017,WATERWAYS,1127500
2007,WATSONIA,346000
2008,WATSONIA,400000
2009,WATSONIA,431000
2010,WATSONIA,505000
2011,WATSONIA,500000
2012,WATSONIA,462000
2013,WATSONIA,508000
2014,WATSONIA,555000
2015,WATSONIA,610000
2016,WATSONIA,698000
2017,WATSONIA,835000
2007,WATSONIA NORTH,374000
2008,WATSONIA NORTH,395000
2009,WATSONIA NORTH,435000
2010,WATSONIA NORTH,529000
2011,WATSONIA NORTH,470500
2012,WATSONIA NORTH,462000
2013,WATSONIA NORTH,510000
2014,WATSONIA NORTH,572500
2015,WATSONIA NORTH,635000
2016,WATSONIA NORTH,702500
2017,WATSONIA NORTH,790000
2007,WATTLE GLEN,381000
2008,WATTLE GLEN,440000
2009,WATTLE GLEN,450000
2010,WATTLE GLEN,490000
2011,WATTLE GLEN,569500
2012,WATTLE GLEN,527000
2013,WATTLE GLEN,475000
2014,WATTLE GLEN,500500
2015,WATTLE GLEN,569000
2016,WATTLE GLEN,580000
2017,WATTLE GLEN,612500
2007,WAURN PONDS,352500
2008,WAURN PONDS,375000
2009,WAURN PONDS,375000
2010,WAURN PONDS,435000
2011,WAURN PONDS,421000
2012,WAURN PONDS,452500
2013,WAURN PONDS,446500
2014,WAURN PONDS,470000
2015,WAURN PONDS,480000
2016,WAURN PONDS,501000
2017,WAURN PONDS,530000
2007,WEDDERBURN,125000
2008,WEDDERBURN,95000
2009,WEDDERBURN,70000
2010,WEDDERBURN,140000
2011,WEDDERBURN,123000
2012,WEDDERBURN,122500
2013,WEDDERBURN,149000
2014,WEDDERBURN,137500
2015,WEDDERBURN,110000
2016,WEDDERBURN,150000
2017,WEDDERBURN,155000
2007,WEIR VIEWS,-
2008,WEIR VIEWS,-
2009,WEIR VIEWS,-
2010,WEIR VIEWS,-
2011,WEIR VIEWS,195000
2012,WEIR VIEWS,350000
2013,WEIR VIEWS,320000
2014,WEIR VIEWS,388000
2015,WEIR VIEWS,389000
2016,WEIR VIEWS,418000
2017,WEIR VIEWS,440000
2007,WENDOUREE,195000
2008,WENDOUREE,195500
2009,WENDOUREE,205000
2010,WENDOUREE,230000
2011,WENDOUREE,235000
2012,WENDOUREE,236500
2013,WENDOUREE,243000
2014,WENDOUREE,247000
2015,WENDOUREE,250000
2016,WENDOUREE,252500
2017,WENDOUREE,265000
2007,WENDOUREE WEST,153500
2008,WENDOUREE WEST,125000
2009,WENDOUREE WEST,163500
2010,WENDOUREE WEST,186000
2011,WENDOUREE WEST,166000
2012,WENDOUREE WEST,167500
2013,WENDOUREE WEST,200000
2014,WENDOUREE WEST,165000
2015,WENDOUREE WEST,207500
2016,WENDOUREE WEST,185000
2017,WENDOUREE WEST,200000
2007,WERRIBEE,220000
2008,WERRIBEE,240000
2009,WERRIBEE,263500
2010,WERRIBEE,308500
2011,WERRIBEE,315000
2012,WERRIBEE,300000
2013,WERRIBEE,308500
2014,WERRIBEE,315000
2015,WERRIBEE,335000
2016,WERRIBEE,401000
2017,WERRIBEE,478500
2007,WERRIBEE SOUTH,375000
2008,WERRIBEE SOUTH,347000
2009,WERRIBEE SOUTH,420000
2010,WERRIBEE SOUTH,399000
2011,WERRIBEE SOUTH,436000
2012,WERRIBEE SOUTH,440000
2013,WERRIBEE SOUTH,538000
2014,WERRIBEE SOUTH,600000
2015,WERRIBEE SOUTH,665000
2016,WERRIBEE SOUTH,545000
2017,WERRIBEE SOUTH,685000
2007,WESBURN,260000
2008,WESBURN,260000
2009,WESBURN,278000
2010,WESBURN,330000
2011,WESBURN,327000
2012,WESBURN,290000
2013,WESBURN,312500
2014,WESBURN,288500
2015,WESBURN,395000
2016,WESBURN,455000
2017,WESBURN,455000
2007,WEST FOOTSCRAY,394000
2008,WEST FOOTSCRAY,431500
2009,WEST FOOTSCRAY,478000
2010,WEST FOOTSCRAY,558500
2011,WEST FOOTSCRAY,525000
2012,WEST FOOTSCRAY,531500
2013,WEST FOOTSCRAY,553000
2014,WEST FOOTSCRAY,637500
2015,WEST FOOTSCRAY,695000
2016,WEST FOOTSCRAY,798000
2017,WEST FOOTSCRAY,900000
2007,WEST MELBOURNE,605000
2008,WEST MELBOURNE,570000
2009,WEST MELBOURNE,762000
2010,WEST MELBOURNE,816000
2011,WEST MELBOURNE,885000
2012,WEST MELBOURNE,720000
2013,WEST MELBOURNE,900000
